fingerprint,source_countries,detected_country,protocol,transport,security,status,probe,latency_ms,attempts,recovered_on_retry,reason,first_reason,retry_reason
2f6b1ed9c77b2438d3a24a02b2f21b4f9761b938e0fc4ec0b1ef6b94d27db8ef,GB,,vless,raw,reality,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:51090->127.0.0.1:45315: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:57370->127.0.0.1:45315: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:51090->127.0.0.1:45315: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:57370->127.0.0.1:45315: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:37440->127.0.0.1:33839: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:37446->127.0.0.1:33839: i/o timeout
2f79537845247748bca9335f01f34b7c2782450fef9c912f62de1c56df31287b,US,,vless,websocket,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:58674->127.0.0.1:35739: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:57254->127.0.0.1:35739: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:58674->127.0.0.1:35739: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:57254->127.0.0.1:35739: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:37816->127.0.0.1:38149: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:37818->127.0.0.1:38149: i/o timeout
2fb13a9a622641e2b1d6b8b762f15c2f771b93d8eaca66700a495378ddf7a4f2,JP,JP,vless,raw,reality,geo_resolved,https,3480,1,False,country_match,country_match,
30419feab37494c97811a69fe2e83149fdfe28ae7083d237661a7cc1176aebc5,BG,BG,vless,grpc,reality,geo_resolved,http,2193,1,False,country_match,country_match,
30f056759717aba2f3390545f1d77091059fa8a67fa4062410a0b245361da6bf,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:45182->127.0.0.1:39455: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:50312->127.0.0.1:39455: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:45182->127.0.0.1:39455: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:50312->127.0.0.1:39455: read: connection reset by peer,
30f80027c7abd0e4c8872089ed9b20acbac13d4d000d9ea97ac10d7ad51acc1e,RU,,vless,xhttp,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
311f332b9b43afac9750a6694791b2f2aba292f49393f4f1f4c91782da1db4fc,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:33052->127.0.0.1:33349: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:58442->127.0.0.1:33349: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:33052->127.0.0.1:33349: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:58442->127.0.0.1:33349: read: connection reset by peer,
3241619f430dee25271677fda5b20576dd258ecd479d25fc47cdfe3edb58d5ed,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:57498->127.0.0.1:37465: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:46482->127.0.0.1:37465: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:57498->127.0.0.1:37465: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:46482->127.0.0.1:37465: read: connection reset by peer,
32658c387c131d2d4c99d87d14efd378bb50d488ee25c6a27c1e361b67c4cedb,GB,,vless,raw,reality,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:48462->127.0.0.1:43965: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:60348->127.0.0.1:43965: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:48462->127.0.0.1:43965: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:60348->127.0.0.1:43965: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:38758->127.0.0.1:35265: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:38770->127.0.0.1:35265: i/o timeout
32b17c962181638e46bdf9aa2d1cdcc538dc1120ca97cf5d975253e0fba10592,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:59150->127.0.0.1:35425: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55222->127.0.0.1:35425: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:59150->127.0.0.1:35425: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55222->127.0.0.1:35425: read: connection reset by peer,
32d17e61aaed2062fc1b54cb86996b1640d1c3909dbe70cc53784d8607d1c312,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
32fe5f1c6f3f901b14932a21fdefe3b71380739e97f3c8835e066aedb3f52df6,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
33381857cee77ff38dae71be75d23e07fd8a8556c5a60f186b70e7a1ece032da,RU,DE,vless,raw,reality,geo_resolved,http,2115,1,False,country_reclassified,country_reclassified,
334fc8b7cf36c8c507619abd3988672f78439de454eb91434311145676ee2ca6,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
335643ab443f023e4e860482929364718b23a05f3e04cc029968418f58b2fdef,BG,BG,vless,grpc,reality,geo_resolved,http,2132,1,False,country_match,country_match,
33841d17c026842a3cc16c0b61470f26f3e566591077a7d5af760dfa5437055e,LV,,vmess,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:60000->127.0.0.1:38523: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:49492->127.0.0.1:38523: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:60000->127.0.0.1:38523: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:49492->127.0.0.1:38523: read: connection reset by peer,
338ba87ceab731c8824d5d28f9408201bfd932d472af9b1900b0237b83e5fa1f,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
33a02871c656b93b481a083778bffe9e1c603dd54dd6e08238c02449036b48e9,RU,,vless,xhttp,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
33a672b7667590f32684a2f85d669de70a69c8fb4cf763049cfaa61bb047ecdc,BG,,vmess,xhttp,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:34420->127.0.0.1:39449: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:42476->127.0.0.1:39449: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:34420->127.0.0.1:39449: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:42476->127.0.0.1:39449: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:43238->127.0.0.1:32905: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:43254->127.0.0.1:32905: i/o timeout
34573baf24200954161d544e08ab803439ba9aa7790cd011733f7447dab7c80f,HK,,vmess,websocket,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:52142->127.0.0.1:42591: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:51352->127.0.0.1:42591: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:52142->127.0.0.1:42591: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:51352->127.0.0.1:42591: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:55726->127.0.0.1:34619: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:55736->127.0.0.1:34619: i/o timeout
3458fb58b8249494afd8b8cc4a53a1c3f18307d5e44958589b782ce15a637d84,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:35128->127.0.0.1:39493: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:54814->127.0.0.1:39493: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:35128->127.0.0.1:39493: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:54814->127.0.0.1:39493: read: connection reset by peer,
3513c3bf5583b05faf4ed4c52ca5cbbf500b02e6b0cca48b840634bc86e84eef,RU,RU,vless,xhttp,tls,geo_resolved,http,3512,1,False,country_match,country_match,
36eb4acc9319b29486aa955e2fb392ef97f316a81ea2414cb2e85b5a63d67105,BG,,vmess,httpupgrade,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:37106->127.0.0.1:38669: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:37110->127.0.0.1:38669: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:37106->127.0.0.1:38669: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:37110->127.0.0.1:38669: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:43394->127.0.0.1:34515: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:43410->127.0.0.1:34515: i/o timeout
37b3345837fbf429af6866e8aa7a0215e4dcde157044088f1c8b958ac04ad0c6,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
37db29d0ba66c019e37f4f9c345bd6f6d654c415c9758d9270fbac768328bfa4,RU,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
381caddba85d526711208dacbc65cbd48bbc3bb93e11306e1907966d60fca04b,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:34238->127.0.0.1:42353: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:34254->127.0.0.1:42353: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:34238->127.0.0.1:42353: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:34254->127.0.0.1:42353: read: connection reset by peer,
384c042515f21e2e678481a6b3bcedac340471dc9eb05b6b3b85ec910489f819,IN,,vmess,websocket,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:54522->127.0.0.1:39601: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:54528->127.0.0.1:39601: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:54522->127.0.0.1:39601: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:54528->127.0.0.1:39601: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:39370->127.0.0.1:38217: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:39382->127.0.0.1:38217: i/o timeout
38e54b12ee2027016bab62d92f1215160892e442fe04364e7a1be3265a988ef1,LT,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
38f4f0f4ad791f4cab88349831aae1240684b4818281486f7dcc12cc49201d47,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
38f8adb21055f91b3923a077ae405a7b9955b7e46987a0f7718bf5a922c06864,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:55916->127.0.0.1:38253: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55930->127.0.0.1:38253: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:55916->127.0.0.1:38253: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55930->127.0.0.1:38253: read: connection reset by peer,
390752fa733974dff2fbe439ab0abba781d258437b9b2555bcc104548832ad25,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:60022->127.0.0.1:44487: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:60028->127.0.0.1:44487: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:60022->127.0.0.1:44487: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:60028->127.0.0.1:44487: read: connection reset by peer,
39cd333316504752e0b50de6d242fc8d5fbd76e599397ce50e987a88d706f2b6,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:55572->127.0.0.1:46615: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55574->127.0.0.1:46615: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:55572->127.0.0.1:46615: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55574->127.0.0.1:46615: read: connection reset by peer,
3ab0030a95048fbc3709b3f633e540ae925fc6d15628767737681f63d168df4f,TR,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
3adc78f119e1c0fd79e76d0e4e223996c96df00a286c28c60641b07c823a0148,RU,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
3aef42b88d6a3d096d8bec746f7cca4f75c3df356aaa2eb96fdc9ce02955fc20,HK,,vless,raw,reality,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:54198->127.0.0.1:46175: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:54212->127.0.0.1:46175: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:54198->127.0.0.1:46175: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:54212->127.0.0.1:46175: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:45880->127.0.0.1:39311: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:45890->127.0.0.1:39311: i/o timeout
3b21572c584d6685ffa9b205f40af3cd671466fad13ba169b1135d14f34053d9,US,US,vmess,websocket,tls,geo_resolved,https,4084,1,False,country_match,country_match,
3b30d8b3f94dc686e222a8a5497ad85055e87af5f7ce16ba2d445837ae1d23ce,HK,HK,vmess,websocket,tls,geo_resolved,http,4350,2,True,country_match,http: http_status_failed: read tcp4 127.0.0.1:38908->127.0.0.1:37911: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:38912->127.0.0.1:37911: i/o timeout,
3c63642eddc4897dd200891e7d8244f5718c1c9def3b7738a6be34901f4cecb7,JP,JP,vless,raw,reality,geo_resolved,https,7897,1,False,country_match,country_match,
3c68398e7f8ac57f59c52a7bcdd3a23d89871101fd38438fabcd9de97a4a5f57,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:53588->127.0.0.1:36703: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:53594->127.0.0.1:36703: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:53588->127.0.0.1:36703: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:53594->127.0.0.1:36703: read: connection reset by peer,
3c79a4afba71f672ce385ebe702496ae297a5fffea53bf74f8a4cc9567e66758,BG,,vmess,httpupgrade,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:50636->127.0.0.1:43717: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:50640->127.0.0.1:43717: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:50636->127.0.0.1:43717: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:50640->127.0.0.1:43717: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:60284->127.0.0.1:33583: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:60300->127.0.0.1:33583: i/o timeout
3c8270025d1af7084ec1b3bf0cca9bba031220ef131beed64005592894304fe5,HK,,vmess,websocket,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:44698->127.0.0.1:41083: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:44714->127.0.0.1:41083: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:44698->127.0.0.1:41083: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:44714->127.0.0.1:41083: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:57432->127.0.0.1:33095: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:57448->127.0.0.1:33095: i/o timeout
3c954db9518ac6f0d65efd6a04c165842ed669f5f14f179bf41a72e948a1e33c,AE,,vless,grpc,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
3d63ce32e4f159ce394682b75d515eaffbd80060adcf425a54b5fd60cd94e91a,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:33404->127.0.0.1:40857: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:33412->127.0.0.1:40857: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:33404->127.0.0.1:40857: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:33412->127.0.0.1:40857: read: connection reset by peer,
3d8de89ffc179ecd0d4470d05483ec5e46963936b063d64af15ef69ef6c8034f,US,,vless,xhttp,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
3dacda4a405df8a71d783262404c6391ef7b9a9962e0c3c8a33fb538a23a7561,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:41356->127.0.0.1:36329: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:41360->127.0.0.1:36329: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:41356->127.0.0.1:36329: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:41360->127.0.0.1:36329: read: connection reset by peer,
3e64ed29731ea53db8ce89536a517dfa5b386593c71e4ee7836774d8e1d9bd33,GB,,vless,raw,reality,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:38714->127.0.0.1:36135: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:38722->127.0.0.1:36135: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:38714->127.0.0.1:36135: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:38722->127.0.0.1:36135: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:55582->127.0.0.1:37835: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:55592->127.0.0.1:37835: i/o timeout
3f38224682ca799ce52d5efaed1048b11a7dbafa506864d578f5240ac535dc7c,RU,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
3fa6618dc07e50c1b2748a83630537eac059e465bc69bf0643b6b97c3f47de4b,JP,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:39448->127.0.0.1:33319: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:39458->127.0.0.1:33319: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:39448->127.0.0.1:33319: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:39458->127.0.0.1:33319: read: connection reset by peer,
408874473e2fd0657da29e96a281ada5a6251e676718c74e14ccf7bc4c9319fa,US,,vless,websocket,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:57186->127.0.0.1:43221: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:43876->127.0.0.1:43221: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:57186->127.0.0.1:43221: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:43876->127.0.0.1:43221: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:56168->127.0.0.1:42077: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:56184->127.0.0.1:42077: i/o timeout
410c885ebd11190d7303b4cd579ae74021f8d9a40a58510bb4237f5ba5bd13c3,GB,,vless,raw,reality,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:41686->127.0.0.1:41937: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:41702->127.0.0.1:41937: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:41686->127.0.0.1:41937: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:41702->127.0.0.1:41937: read: connection reset by peer,
417012e76dc4fdffee1c6b284c5748ee254e27b96a03686c7d115b2ab491d7cb,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:35932->127.0.0.1:39275: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:35946->127.0.0.1:39275: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:35932->127.0.0.1:39275: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:35946->127.0.0.1:39275: read: connection reset by peer,
418833d863ff94f1b5a97bb085ed5d9a82c53d6902880edcd6553c2e3053210d,RU,,vless,raw,reality,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:53234->127.0.0.1:33467: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:53244->127.0.0.1:33467: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:53234->127.0.0.1:33467: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:53244->127.0.0.1:33467: read: connection reset by peer,
41bca9239eb8d6b09d18451f7ea539d936659deb860328512e4b7d4bab4dad79,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:55544->127.0.0.1:38575: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55548->127.0.0.1:38575: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:55544->127.0.0.1:38575: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:55548->127.0.0.1:38575: read: connection reset by peer,
420b4894a4be86ea540c9bf4e4fc31a01b28954f24cb1c1616e3fca68533bbd6,RU,,vless,grpc,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
421f18e4cec5ecd70ca66631a9a4b5efbf45aca5cf988bb1b7a87b6e7322b8e6,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:54492->127.0.0.1:45161: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:54502->127.0.0.1:45161: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:54492->127.0.0.1:45161: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:54502->127.0.0.1:45161: read: connection reset by peer,
4262117481dbe1eb17e03476461aa0435a8d046e64191b63752d9bea9bdf54e1,US,US,vless,websocket,tls,geo_resolved,http,511,1,False,country_match,country_match,
42ab5badef62bd7e34782e30537ff54c20c337197958fa1d25d111264309cb63,GB,RU,vless,raw,reality,geo_resolved,http,4226,1,False,country_reclassified,country_reclassified,
439da1a7078d971a9a2ccc04d91d81790c7b5a9ed22d43f47161273a5df1196e,LT,LT,vless,raw,reality,geo_resolved,https,3096,1,False,country_match,country_match,
43b6acf02b9003bf0e2c5a21df9b2f641f7db05600a6cd84bd0a0a18cf37bbe0,US,,vless,xhttp,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
43c6fcec6475b4614462834caa73fb2e85669a5494ee937aaa0f2e8ac90526c8,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:54620->127.0.0.1:43713: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:54624->127.0.0.1:43713: read: connection reset by peer,http: http_status_failed: read tcp4 127.0.0.1:54620->127.0.0.1:43713: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:54624->127.0.0.1:43713: read: connection reset by peer,
43e85c3808dd04151509dfaba2faaba761f849cc8c45f9412d0bc8eba4d11b1b,BG,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
4480169edbf458ef4a2300a277ffabe770bb79abf7653e93c0a40329877e51b2,RU,,vmess,websocket,tls,failed,,,1,False,http: http_status_failed: read tcp4 127.0.0.1:34282->127.0.0.1:33951: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:57480->127.0.0.1:33951: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:34282->127.0.0.1:33951: read: connection reset by peer | https: tls_handshake_failed: read tcp4 127.0.0.1:57480->127.0.0.1:33951: i/o timeout,
44a38fb15a313a63eacf03e42b9388c0390cfad4254808474a45e6059487cc6d,US,,vless,xhttp,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
453d387e2efeda54f37c6df4b075fa11a834d9983a02fcd74950b3eb47f467a5,JP,,vmess,websocket,tls,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:57484->127.0.0.1:34695: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:37292->127.0.0.1:34695: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:57484->127.0.0.1:34695: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:37292->127.0.0.1:34695: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:58544->127.0.0.1:44081: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:46902->127.0.0.1:44081: i/o timeout
45642a57228f3a3fcc3ecd3156fdf50f9cfa5024bc3c088b8f4351a5a4b88e14,BG,,vless,raw,reality,failed,,,2,False,http: http_status_failed: read tcp4 127.0.0.1:44442->127.0.0.1:41805: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:59150->127.0.0.1:41805: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:44442->127.0.0.1:41805: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:59150->127.0.0.1:41805: i/o timeout,http: http_status_failed: read tcp4 127.0.0.1:37056->127.0.0.1:46435: i/o timeout | https: tls_handshake_failed: read tcp4 127.0.0.1:50760->127.0.0.1:46435: i/o timeout
459bd20eee1df4820674c452f3bc56866d7eeafbfdf1dc95120a7fb0519c1e8c,RU,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
45b4336fbc4d2353ac564f5b8bd323ce2653e0243a33be2e38ab8e1693cfd4ef,TR,,vless,raw,reality,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
45be3ddb8dc73ce54a1246546466d9fb9470838769d033cca93862db739bd9bd,US,,vless,websocket,tls,failed,,,1,False,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,http: http_status_failed: EOF | https: tls_handshake_failed: EOF,
